tuid,"img","tag"
17051,"LMSMPS502700116","wife"
17052,"LMSMPS502700119","churchwardens_petition"
17053,"LMSMPS502700119","old_age"
17054,"LMSMPS502700119","removal"
17055,"LMSMPS502700119","settlement"
17056,"LMSMPS502700119","widow"
17057,"LMSMPS502700120","children"
17058,"LMSMPS502700120","churchwardens_petition"
17059,"LMSMPS502700120","removal"
17060,"LMSMPS502700120","settlement"
17061,"LMSMPS502700120","son/daughter"
17062,"LMSMPS502700120","wife"
17063,"LMSMPS502700123","children"
17064,"LMSMPS502700123","churchwardens_petition"
17065,"LMSMPS502700123","removal"
17066,"LMSMPS502700123","settlement"
17067,"LMSMPS502700123","wife"
17068,"LMSMPS502700125","churchwardens_petition"
17069,"LMSMPS502700125","removal"
17070,"LMSMPS502720006","office"
17071,"LMSMPS502730002","is_poor"
17072,"LMSMPS502730003","friends"
17073,"LMSMPS502730003","poor"
17074,"LMSMPS502740024","recognizances"
17075,"LMSMPS502740024","widow"
17076,"LMSMPS502740024","wife"
17077,"LMSMPS502740028","office"
17078,"LMSMPS502740030","poor"
17079,"LMSMPS502740030","prisoner"
17080,"LMSMPS502740031","indictment"
17081,"LMSMPS502740031","prisoner"
17082,"LMSMPS502740031","recognizances"
17083,"LMSMPS502740032","poor"
17084,"LMSMPS502740033","poor"
17085,"LMSMPS502740034","assault"
17086,"LMSMPS502740034","indictment"
17087,"LMSMPS502740034","prisoner"
17088,"LMSMPS502740034","recognizances"
17089,"LMSMPS502740035","children"
17090,"LMSMPS502740035","churchwardens_petition"
17091,"LMSMPS502740035","removal"
17092,"LMSMPS502740035","settlement"
17093,"LMSMPS502740035","widow"
17094,"LMSMPS502740068","office"
17095,"LMSMPS502740069","churchwardens_overseers"
17096,"LMSMPS502740074","churchwardens_petition"
17097,"LMSMPS502740074","disability"
17098,"LMSMPS502740074","parents"
17099,"LMSMPS502740074","parishioners"
17100,"LMSMPS502740074","poor"
17101,"LMSMPS502740074","widow"
17102,"LMSMPS502740076","prisoner"
17103,"LMSMPS502740077","bastardy"
17104,"LMSMPS502740077","children"
17105,"LMSMPS502740077","churchwardens_overseers"
17106,"LMSMPS502740077","parents"
17107,"LMSMPS502740078","churchwardens_petition"
17108,"LMSMPS502740078","removal"
17109,"LMSMPS502740078","settlement"
17110,"LMSMPS502740078","wife"
17111,"LMSMPS502740081","churchwardens_petition"
17112,"LMSMPS502740081","removal"
17113,"LMSMPS502740081","settlement"
17114,"LMSMPS502740081","son/daughter"
17115,"LMSMPS502740081","wife"
17116,"LMSMPS502740084","children"
17117,"LMSMPS502740084","churchwardens_petition"
17118,"LMSMPS502740084","removal"
17119,"LMSMPS502740084","settlement"
17120,"LMSMPS502740084","son/daughter"
17121,"LMSMPS502740089","children"
17122,"LMSMPS502740089","churchwardens_petition"
17123,"LMSMPS502740089","removal"
17124,"LMSMPS502740089","settlement"
17125,"LMSMPS502740089","widow"
17126,"LMSMPS502740092","churchwardens_petition"
17127,"LMSMPS502740092","old_age"
17128,"LMSMPS502740092","removal"
17129,"LMSMPS502740092","settlement"
17130,"LMSMPS502740092","widow"
17131,"LMSMPS502740093","children"
17132,"LMSMPS502740093","churchwardens_petition"
17133,"LMSMPS502740093","removal"
17134,"LMSMPS502740093","settlement"
17135,"LMSMPS502740093","son/daughter"
17136,"LMSMPS502740093","wife"
17137,"LMSMPS502740095","children"
17138,"LMSMPS502740095","churchwardens_petition"
17139,"LMSMPS502740095","removal"
17140,"LMSMPS502740095","settlement"
17141,"LMSMPS502740095","widow"
17142,"LMSMPS502740099","churchwardens_petition"
17143,"LMSMPS502740099","removal"
17144,"LMSMPS502740099","settlement"
17145,"LMSMPS502750003","churchwardens_petition"
17146,"LMSMPS502750003","disability"
17147,"LMSMPS502750003","parents"
17148,"LMSMPS502750003","poor"
17149,"LMSMPS502750003","widow"
17150,"LMSMPS502750009","churchwardens_petition"
17151,"LMSMPS502750009","removal"
17152,"LMSMPS502750009","settlement"
17153,"LMSMPS502750009","wife"
17154,"LMSMPS502750040","churchwardens_overseers"
17155,"LMSMPS502750040","rates"
17156,"LMSMPS502760002","apprentice"
17157,"LMSMPS502760002","widow"
17158,"LMSMPS502760002","wife"
17159,"LMSMPS502770024","recognizances"
17160,"LMSMPS502770024","wife"
17161,"LMSMPS502770026","indictment"
17162,"LMSMPS502770026","prisoner"
17163,"LMSMPS502770028","friends"
17164,"LMSMPS502770028","poor"
17165,"LMSMPS502770028","prisoner"
17166,"LMSMPS502770029","friends"
17167,"LMSMPS502770029","poor"
17168,"LMSMPS502770029","prisoner"
17169,"LMSMPS502770030","friends"
17170,"LMSMPS502770030","is_poor"
17171,"LMSMPS502770030","prisoner"
17172,"LMSMPS502770031","apprentice"
17173,"LMSMPS502770031","assault"
17174,"LMSMPS502770031","churchwardens_overseers"
17175,"LMSMPS502770031","son/daughter"
17176,"LMSMPS502770033","apprentice"
17177,"LMSMPS502770033","assault"
17178,"LMSMPS502770033","children"
17179,"LMSMPS502770033","prisoner"
17180,"LMSMPS502770033","widow"
17181,"LMSMPS502770035","churchwardens_petition"
17182,"LMSMPS502770035","removal"
17183,"LMSMPS502770035","settlement"
17184,"LMSMPS502770035","spinster"
17185,"LMSMPS502770037","churchwardens_petition"
17186,"LMSMPS502770037","indictment"
17187,"LMSMPS502770037","removal"
17188,"LMSMPS502770037","settlement"
17189,"LMSMPS502770037","wife"
17190,"LMSMPS502770043","children"
17191,"LMSMPS502770043","churchwardens_petition"
17192,"LMSMPS502770043","removal"
17193,"LMSMPS502770043","widow"
17194,"LMSMPS502780001","husband"
17195,"LMSMPS502780002","office"
17196,"LMSMPS502780003","apprentice"
17197,"LMSMPS502780003","assault"
17198,"LMSMPS502780003","children"
17199,"LMSMPS502780003","indictment"
17200,"LMSMPS502780003","parents"
17201,"LMSMPS502780003","son/daughter"
17202,"LMSMPS502780005","apprentice"
17203,"LMSMPS502780005","assault"
17204,"LMSMPS502780007","churchwardens_petition"
17205,"LMSMPS502780007","removal"
17206,"LMSMPS502780007","settlement"
17207,"LMSMPS502780010","children"
17208,"LMSMPS502780010","churchwardens_petition"
17209,"LMSMPS502780010","removal"
17210,"LMSMPS502780010","settlement"
17211,"LMSMPS502780010","wife"
17212,"LMSMPS502780012","children"
17213,"LMSMPS502780012","churchwardens_petition"
17214,"LMSMPS502780012","husband"
17215,"LMSMPS502780012","removal"
17216,"LMSMPS502780012","settlement"
17217,"LMSMPS502780012","wife"
17218,"LMSMPS502780014","children"
17219,"LMSMPS502780014","churchwardens_petition"
17220,"LMSMPS502780014","removal"
17221,"LMSMPS502780014","settlement"
17222,"LMSMPS502780014","wife"
17223,"LMSMPS502780017","churchwardens_petition"
17224,"LMSMPS502780017","removal"
17225,"LMSMPS502780017","settlement"
17226,"LMSMPS502780017","wife"
17227,"LMSMPS502780020","children"
17228,"LMSMPS502780020","churchwardens_petition"
17229,"LMSMPS502780020","removal"
17230,"LMSMPS502780020","settlement"
17231,"LMSMPS502780020","son/daughter"
17232,"LMSMPS502780020","wife"
17233,"LMSMPS502780022","children"
17234,"LMSMPS502780022","churchwardens_petition"
17235,"LMSMPS502780022","removal"
17236,"LMSMPS502780022","settlement"
17237,"LMSMPS502780025","churchwardens_petition"
17238,"LMSMPS502780025","removal"
17239,"LMSMPS502780025","settlement"
17240,"LMSMPS502780028","children"
17241,"LMSMPS502780028","churchwardens_petition"
17242,"LMSMPS502780028","removal"
17243,"LMSMPS502780028","settlement"
17244,"LMSMPS502780031","churchwardens_petition"
17245,"LMSMPS502780031","removal"
17246,"LMSMPS502780031","settlement"
17247,"LMSMPS502780031","spinster"
17248,"LMSMPS502780034","churchwardens_petition"
17249,"LMSMPS502780034","removal"
17250,"LMSMPS502780034","settlement"
17251,"LMSMPS502780035","churchwardens_petition"
17252,"LMSMPS502780035","removal"
17253,"LMSMPS502780035","settlement"
17254,"LMSMPS502780035","spinster"
17255,"LMSMPS502780039","churchwardens_petition"
17256,"LMSMPS502780039","removal"
17257,"LMSMPS502780039","settlement"
17258,"LMSMPS502780039","wife"
17259,"LMSMPS502810002","is_poor"
17260,"LMSMPS502820006","children"
17261,"LMSMPS502820006","friends"
17262,"LMSMPS502820006","is_poor"
17263,"LMSMPS502820007","friends"
17264,"LMSMPS502820007","is_poor"
17265,"LMSMPS502820007","prisoner"
17266,"LMSMPS502820008","churchwardens_overseers"
17267,"LMSMPS502820008","is_poor"
17268,"LMSMPS502820009","indictment"
17269,"LMSMPS502820009","poor"
17270,"LMSMPS502820009","recognizances"
17271,"LMSMPS502820010","drink"
17272,"LMSMPS502820012","apprentice"
17273,"LMSMPS502820012","assault"
17274,"LMSMPS502820012","son/daughter"
17275,"LMSMPS502820016","trade"
17276,"LMSMPS502820018","bastardy"
17277,"LMSMPS502820018","children"
17278,"LMSMPS502820018","churchwardens_overseers"
17279,"LMSMPS502820018","parents"
17280,"LMSMPS502820018","spinster"
17281,"LMSMPS502820019","office"
17282,"LMSMPS502820020","bastardy"
17283,"LMSMPS502820020","children"
17284,"LMSMPS502820020","parents"
17285,"LMSMPS502820020","prisoner"
17286,"LMSMPS502820021","office"
17287,"LMSMPS502820022","office"
17288,"LMSMPS502820024","disability"
17289,"LMSMPS502820024","husband"
17290,"LMSMPS502820024","is_poor"
17291,"LMSMPS502820024","old_age"
17292,"LMSMPS502820024","widow"
17293,"LMSMPS502820025","churchwardens_petition"
17294,"LMSMPS502820025","removal"
17295,"LMSMPS502820025","settlement"
17296,"LMSMPS502820025","son/daughter"
17297,"LMSMPS502820025","wife"
17298,"LMSMPS502820028","children"
17299,"LMSMPS502820028","churchwardens_petition"
17300,"LMSMPS502820028","removal"
17301,"LMSMPS502820028","settlement"
17302,"LMSMPS502820031","churchwardens_petition"
17303,"LMSMPS502820031","removal"
17304,"LMSMPS502820031","settlement"
17305,"LMSMPS502820031","wife"
17306,"LMSMPS502820032","children"
17307,"LMSMPS502820032","churchwardens_petition"
17308,"LMSMPS502820032","removal"
17309,"LMSMPS502820032","settlement"
17310,"LMSMPS502820034","children"
17311,"LMSMPS502820034","churchwardens_petition"
17312,"LMSMPS502820034","parishioners"
17313,"LMSMPS502820034","removal"
17314,"LMSMPS502820034","settlement"
17315,"LMSMPS502820034","widow"
17316,"LMSMPS502820037","churchwardens_petition"
17317,"LMSMPS502820037","removal"
17318,"LMSMPS502820037","settlement"
17319,"LMSMPS502820037","spinster"
17320,"LMSMPS502820038","children"
17321,"LMSMPS502820038","churchwardens_petition"
17322,"LMSMPS502820038","husband"
17323,"LMSMPS502820038","removal"
17324,"LMSMPS502820038","settlement"
17325,"LMSMPS502820038","wife"
17326,"LMSMPS502820040","children"
17327,"LMSMPS502820040","churchwardens_petition"
17328,"LMSMPS502820040","removal"
17329,"LMSMPS502820040","settlement"
17330,"LMSMPS502820040","wife"
17331,"LMSMPS502820044","churchwardens_petition"
17332,"LMSMPS502820044","removal"
17333,"LMSMPS502820044","settlement"
17334,"LMSMPS502820046","churchwardens_petition"
17335,"LMSMPS502820046","removal"
17336,"LMSMPS502820046","settlement"
17337,"LMSMPS502820048","churchwardens_petition"
17338,"LMSMPS502820048","removal"
17339,"LMSMPS502820048","settlement"
17340,"LMSMPS502820052","churchwardens_petition"
17341,"LMSMPS502820052","removal"
17342,"LMSMPS502820052","settlement"
17343,"LMSMPS502830018","assault"
17344,"LMSMPS502830018","recognizances"
17345,"LMSMPS502830018","wife"
17346,"LMSMPS502830020","office"
17347,"LMSMPS502830021","office"
17348,"LMSMPS502830022","assault"
17349,"LMSMPS502830022","indictment"
17350,"LMSMPS502830022","prisoner"
17351,"LMSMPS502830025","children"
17352,"LMSMPS502830025","indictment"
17353,"LMSMPS502830025","is_poor"
17354,"LMSMPS502830026","indictment"
17355,"LMSMPS502830026","prisoner"
17356,"LMSMPS502830026","recognizances"
17357,"LMSMPS502830026","wife"
17358,"LMSMPS502830027","bad_husband"
17359,"LMSMPS502830027","children"
17360,"LMSMPS502830027","husband"
17361,"LMSMPS502830027","murder"
17362,"LMSMPS502830027","poor"
17363,"LMSMPS502830027","wife"
17364,"LMSMPS502830029","assault"
17365,"LMSMPS502830029","indictment"
17366,"LMSMPS502830029","is_poor"
17367,"LMSMPS502830029","prisoner"
17368,"LMSMPS502830029","recognizances"
17369,"LMSMPS502830030","assault"
17370,"LMSMPS502830030","indictment"
17371,"LMSMPS502830030","prisoner"
17372,"LMSMPS502830030","recognizances"
17373,"LMSMPS502830031","apprentice"
17374,"LMSMPS502830031","assault"
17375,"LMSMPS502830031","children"
17376,"LMSMPS502830031","drink"
17377,"LMSMPS502830033","apprentice"
17378,"LMSMPS502830033","assault"
17379,"LMSMPS502830038","churchwardens_petition"
17380,"LMSMPS502830038","removal"
17381,"LMSMPS502830038","settlement"
17382,"LMSMPS502830041","children"
17383,"LMSMPS502830041","churchwardens_petition"
17384,"LMSMPS502830041","husband"
17385,"LMSMPS502830041","removal"
17386,"LMSMPS502830041","settlement"
17387,"LMSMPS502830041","wife"
17388,"LMSMPS502830043","churchwardens_petition"
17389,"LMSMPS502830043","old_age"
17390,"LMSMPS502830043","removal"
17391,"LMSMPS502830043","settlement"
17392,"LMSMPS502830043","spinster"
17393,"LMSMPS502840026","apprentice"
17394,"LMSMPS502840026","assault"
17395,"LMSMPS502840026","indictment"
17396,"LMSMPS502840026","prisoner"
17397,"LMSMPS502840026","widow"
17398,"LMSMPS502840026","wife"
17399,"LMSMPS502840027","apprentice"
17400,"LMSMPS502840027","assault"
17401,"LMSMPS502840027","poor"
17402,"LMSMPS502840027","prisoner"
17403,"LMSMPS502840030","bad_husband"
17404,"LMSMPS502840030","husband"
17405,"LMSMPS502840030","poor"
17406,"LMSMPS502840030","prisoner"
17407,"LMSMPS502840030","wife"
17408,"LMSMPS502840032","assault"
17409,"LMSMPS502840032","indictment"
17410,"LMSMPS502840032","prisoner"
17411,"LMSMPS502840032","recognizances"
17412,"LMSMPS502840032","wife"
17413,"LMSMPS502840033","assault"
17414,"LMSMPS502840033","husband"
17415,"LMSMPS502840033","indictment"
17416,"LMSMPS502840034","poor"
17417,"LMSMPS502840035","rates"
17418,"LMSMPS502840037","apprentice"
17419,"LMSMPS502840037","parents"
17420,"LMSMPS502840039","apprentice"
17421,"LMSMPS502840039","assault"
17422,"LMSMPS502840041","is_poor"
17423,"LMSMPS502840042","office"
17424,"LMSMPS502840045","wife"
17425,"LMSMPS502840046","wife"
17426,"LMSMPS502840048","churchwardens_petition"
17427,"LMSMPS502840048","removal"
17428,"LMSMPS502840052","children"
17429,"LMSMPS502840052","churchwardens_petition"
17430,"LMSMPS502840052","removal"
17431,"LMSMPS502840052","settlement"
17432,"LMSMPS502840052","wife"
17433,"LMSMPS502840055","children"
17434,"LMSMPS502840055","churchwardens_petition"
17435,"LMSMPS502840055","removal"
17436,"LMSMPS502840055","settlement"
17437,"LMSMPS502840055","widow"
17438,"LMSMPS502840058","churchwardens_petition"
17439,"LMSMPS502840058","removal"
17440,"LMSMPS502840058","settlement"
17441,"LMSMPS502840058","widow"
17442,"LMSMPS502840061","children"
17443,"LMSMPS502840061","churchwardens_petition"
17444,"LMSMPS502840061","removal"
17445,"LMSMPS502840061","settlement"
17446,"LMSMPS502840061","son/daughter"
17447,"LMSMPS502840061","wife"
17448,"LMSMPS502840064","churchwardens_petition"
17449,"LMSMPS502840064","removal"
17450,"LMSMPS502840064","settlement"
17451,"LMSMPS502840064","wife"
17452,"LMSMPS502840100","letter"
17453,"LMSMPS502840100","prisoner"
17454,"LMSMPS502850013","indictment"
17455,"LMSMPS502850013","recognizances"
17456,"LMSMPS502850013","removal"
17457,"LMSMPS502850016","assault"
17458,"LMSMPS502850016","old_age"
17459,"LMSMPS502850016","prisoner"
17460,"LMSMPS502850017","is_poor"
17461,"LMSMPS502850018","assault"
17462,"LMSMPS502850018","indictment"
17463,"LMSMPS502850018","prisoner"
17464,"LMSMPS502850018","receiving"
17465,"LMSMPS502850018","recognizances"
17466,"LMSMPS502850019","assault"
17467,"LMSMPS502850019","indictment"
17468,"LMSMPS502850019","recognizances"
17469,"LMSMPS502850019","wife"
17470,"LMSMPS502850021","rates"
17471,"LMSMPS502850023","apprentice"
17472,"LMSMPS502850023","drink"
17473,"LMSMPS502850023","friends"
17474,"LMSMPS502850025","apprentice"
17475,"LMSMPS502850027","apprentice"
17476,"LMSMPS502850031","apprentice"
17477,"LMSMPS502850037","children"
17478,"LMSMPS502850037","churchwardens_petition"
17479,"LMSMPS502850037","removal"
17480,"LMSMPS502850037","settlement"
17481,"LMSMPS502850037","widow"
17482,"LMSMPS502850040","churchwardens_petition"
17483,"LMSMPS502850040","removal"
17484,"LMSMPS502850040","settlement"
17485,"LMSMPS502850043","churchwardens_petition"
17486,"LMSMPS502850043","removal"
17487,"LMSMPS502850043","settlement"
17488,"LMSMPS502850043","wife"
17489,"LMSMPS502850046","children"
17490,"LMSMPS502850046","churchwardens_petition"
17491,"LMSMPS502850046","removal"
17492,"LMSMPS502850046","settlement"
17493,"LMSMPS502850046","son/daughter"
17494,"LMSMPS502850046","wife"
17495,"LMSMPS502850049","children"
17496,"LMSMPS502850049","churchwardens_petition"
17497,"LMSMPS502850049","removal"
17498,"LMSMPS502850049","settlement"
17499,"LMSMPS502850049","widow"
17500,"LMSMPS502850052","churchwardens_petition"
17501,"LMSMPS502850052","removal"
17502,"LMSMPS502850052","settlement"
17503,"LMSMPS502850052","wife"
17504,"LMSMPS502850055","churchwardens_petition"
17505,"LMSMPS502850055","removal"
17506,"LMSMPS502850055","settlement"
17507,"LMSMPS502850055","son/daughter"
17508,"LMSMPS502850057","churchwardens_petition"
17509,"LMSMPS502850057","removal"
17510,"LMSMPS502850057","settlement"
17511,"LMSMPS502850057","son/daughter"
17512,"LMSMPS502850057","wife"
17513,"LMSMPS502860036","assault"
17514,"LMSMPS502860036","is_poor"
17515,"LMSMPS502860036","recognizances"
17516,"LMSMPS502860037","is_poor"
17517,"LMSMPS502860037","recognizances"
17518,"LMSMPS502860037","widow"
17519,"LMSMPS502860039","is_poor"
17520,"LMSMPS502860039","recognizances"
17521,"LMSMPS502860042","assault"
17522,"LMSMPS502860042","indictment"
17523,"LMSMPS502860042","wife"
17524,"LMSMPS502860043","assault"
17525,"LMSMPS502860043","indictment"
17526,"LMSMPS502860043","is_poor"
17527,"LMSMPS502860043","recognizances"
17528,"LMSMPS502860046","indictment"
17529,"LMSMPS502860046","parents"
17530,"LMSMPS502860046","poor"
17531,"LMSMPS502860046","prisoner"
17532,"LMSMPS502860046","wife"
17533,"LMSMPS502860047","children"
17534,"LMSMPS502860047","friends"
17535,"LMSMPS502860047","poor"
17536,"LMSMPS502860047","prisoner"
17537,"LMSMPS502860047","theft"
17538,"LMSMPS502860047","wife"
17539,"LMSMPS502860048","assault"
17540,"LMSMPS502860048","fine"
17541,"LMSMPS502860048","friends"
17542,"LMSMPS502860048","husband"
17543,"LMSMPS502860048","prisoner"
17544,"LMSMPS502860048","recognizances"
17545,"LMSMPS502860049","assault"
17546,"LMSMPS502860049","recognizances"
17547,"LMSMPS502860051","rates"
17548,"LMSMPS502860053","churchwardens_overseers"
17549,"LMSMPS502860053","drink"
17550,"LMSMPS502860053","rates"
17551,"LMSMPS502860056","apprentice"
17552,"LMSMPS502860056","assault"
17553,"LMSMPS502860056","indictment"
17554,"LMSMPS502860060","trade"
17555,"LMSMPS502860065","office"
17556,"LMSMPS502860067","churchwardens_petition"
17557,"LMSMPS502860067","removal"
17558,"LMSMPS502860067","settlement"
17559,"LMSMPS502860067","wife"
17560,"LMSMPS502860070","churchwardens_petition"
17561,"LMSMPS502860070","old_age"
17562,"LMSMPS502860070","removal"
17563,"LMSMPS502860070","settlement"
17564,"LMSMPS502860070","widow"
17565,"LMSMPS502860074","churchwardens_petition"
17566,"LMSMPS502860074","removal"
17567,"LMSMPS502860074","settlement"
17568,"LMSMPS502860078","churchwardens_petition"
17569,"LMSMPS502860078","removal"
17570,"LMSMPS502860078","settlement"
17571,"LMSMPS502860081","churchwardens_petition"
17572,"LMSMPS502860081","removal"
17573,"LMSMPS502860081","settlement"
17574,"LMSMPS502860084","children"
17575,"LMSMPS502860084","churchwardens_petition"
17576,"LMSMPS502860084","removal"
17577,"LMSMPS502860084","settlement"
17578,"LMSMPS502860084","wife"
17579,"LMSMPS502860087","children"
17580,"LMSMPS502860087","churchwardens_petition"
17581,"LMSMPS502860087","removal"
17582,"LMSMPS502860087","settlement"
17583,"LMSMPS502860087","wife"
17584,"LMSMPS502860090","children"
17585,"LMSMPS502860090","churchwardens_petition"
17586,"LMSMPS502860090","removal"
17587,"LMSMPS502860090","settlement"
17588,"LMSMPS502860090","son/daughter"
17589,"LMSMPS502860093","churchwardens_petition"
17590,"LMSMPS502860093","removal"
17591,"LMSMPS502860093","settlement"
17592,"LMSMPS502860093","widow"
17593,"LMSMPS502860094","children"
17594,"LMSMPS502860094","churchwardens_petition"
17595,"LMSMPS502860094","removal"
17596,"LMSMPS502860094","settlement"
17597,"LMSMPS502860094","widow"
17598,"LMSMPS502860095","churchwardens_petition"
17599,"LMSMPS502860095","removal"
17600,"LMSMPS502860095","settlement"
17601,"LMSMPS502860095","spinster"
17602,"LMSMPS502870021","office"
17603,"LMSMPS502870022","poor"
17604,"LMSMPS502870022","prisoner"
17605,"LMSMPS502870023","indictment"
17606,"LMSMPS502870023","is_poor"
17607,"LMSMPS502870023","parishioners"
17608,"LMSMPS502870025","poor"
17609,"LMSMPS502870026","assault"
17610,"LMSMPS502870026","poor"
17611,"LMSMPS502870026","prisoner"
17612,"LMSMPS502870027","is_poor"
17613,"LMSMPS502870029","apprentice"
17614,"LMSMPS502870029","assault"
17615,"LMSMPS502870034","apprentice"
17616,"LMSMPS502870037","apprentice"
17617,"LMSMPS502870037","friends"
17618,"LMSMPS502870039","apprentice"
17619,"LMSMPS502870039","parents"
17620,"LMSMPS502870039","son/daughter"
17621,"LMSMPS502870039","spinster"
17622,"LMSMPS502870040","office"
17623,"LMSMPS502870043","office"
17624,"LMSMPS502870044","children"
17625,"LMSMPS502870044","churchwardens_petition"
17626,"LMSMPS502870044","removal"
17627,"LMSMPS502870044","settlement"
17628,"LMSMPS502870047","churchwardens_petition"
17629,"LMSMPS502870047","removal"
17630,"LMSMPS502870047","settlement"
17631,"LMSMPS502870050","churchwardens_petition"
17632,"LMSMPS502870050","removal"
17633,"LMSMPS502870050","settlement"
17634,"LMSMPS502870050","wife"
17635,"LMSMPS502870053","churchwardens_petition"
17636,"LMSMPS502870053","removal"
17637,"LMSMPS502870053","wife"
17638,"LMSMPS502870055","children"
17639,"LMSMPS502870055","churchwardens_petition"
17640,"LMSMPS502870055","removal"
17641,"LMSMPS502870055","settlement"
17642,"LMSMPS502870055","widow"
17643,"LMSMPS502870058","children"
17644,"LMSMPS502870058","churchwardens_petition"
17645,"LMSMPS502870058","removal"
17646,"LMSMPS502870058","settlement"
17647,"LMSMPS502870058","wife"
17648,"LMSMPS502870061","churchwardens_petition"
17649,"LMSMPS502870061","removal"
17650,"LMSMPS502870061","settlement"
17651,"LMSMPS502870061","wife"
17652,"LMSMPS502870093","apprentice"
17653,"LMSMPS502870093","assault"
17654,"LMSMPS502880010","bastardy"
17655,"LMSMPS502880010","children"
17656,"LMSMPS502880010","churchwardens_overseers"
17657,"LMSMPS502880010","parents"
17658,"LMSMPS502880010","spinster"
17659,"LMSMPS502880014","apprentice"
17660,"LMSMPS502880014","parents"
17661,"LMSMPS502880014","son/daughter"
17662,"LMSMPS502880014","wife"
17663,"LMSMPS502880016","drink"
17664,"LMSMPS502880020","imprisonment"
17665,"LMSMPS502880020","prisoner"
17666,"LMSMPS502880020","son/daughter"
17667,"LMSMPS502880021","prisoner"
17668,"LMSMPS502880021","robbery"
17669,"LMSMPS502880022","churchwardens_petition"
17670,"LMSMPS502880022","removal"
17671,"LMSMPS502880022","settlement"
17672,"LMSMPS502880022","wife"
17673,"LMSMPS502880025","churchwardens_petition"
17674,"LMSMPS502880025","removal"
17675,"LMSMPS502880025","settlement"
17676,"LMSMPS502880028","children"
17677,"LMSMPS502880028","churchwardens_petition"
17678,"LMSMPS502880028","removal"
17679,"LMSMPS502880028","settlement"
17680,"LMSMPS502880028","wife"
17681,"LMSMPS502880031","churchwardens_petition"
17682,"LMSMPS502880031","removal"
17683,"LMSMPS502880031","settlement"
17684,"LMSMPS502880031","widow"
17685,"LMSMPS502880034","churchwardens_petition"
17686,"LMSMPS502880034","removal"
17687,"LMSMPS502880034","settlement"
17688,"LMSMPS502880038","churchwardens_petition"
17689,"LMSMPS502880038","removal"
17690,"LMSMPS502880038","settlement"
17691,"LMSMPS502880038","wife"
17692,"LMSMPS502880041","children"
17693,"LMSMPS502880041","churchwardens_petition"
17694,"LMSMPS502880041","removal"
17695,"LMSMPS502880041","settlement"
17696,"LMSMPS502880041","widow"
17697,"LMSMPS502880044","churchwardens_petition"
17698,"LMSMPS502880044","old_age"
17699,"LMSMPS502880044","removal"
17700,"LMSMPS502880044","settlement"
17701,"LMSMPS502880047","churchwardens_petition"
17702,"LMSMPS502880047","removal"
17703,"LMSMPS502880047","settlement"
17704,"LMSMPS502880047","wife"
17705,"LMSMPS502880050","children"
17706,"LMSMPS502880050","churchwardens_petition"
17707,"LMSMPS502880050","removal"
17708,"LMSMPS502880050","settlement"
17709,"LMSMPS502880050","wife"
17710,"LMSMPS502880051","children"
17711,"LMSMPS502880051","churchwardens_petition"
17712,"LMSMPS502880051","removal"
17713,"LMSMPS502880051","settlement"
17714,"LMSMPS502880051","wife"
17715,"LMSMPS502880053","children"
17716,"LMSMPS502880053","churchwardens_petition"
17717,"LMSMPS502880053","removal"
17718,"LMSMPS502880053","settlement"
17719,"LMSMPS502880053","wife"
17720,"LMSMPS502880054","churchwardens_petition"
17721,"LMSMPS502880054","removal"
17722,"LMSMPS502880054","settlement"
17723,"LMSMPS502880056","churchwardens_petition"
17724,"LMSMPS502880056","old_age"
17725,"LMSMPS502880056","removal"
17726,"LMSMPS502880056","settlement"
17727,"LMSMPS502880056","widow"
17728,"LMSMPS502880059","churchwardens_petition"
17729,"LMSMPS502880059","old_age"
17730,"LMSMPS502880059","removal"
17731,"LMSMPS502880059","settlement"
17732,"LMSMPS502880059","wife"
17733,"LMSMPS502880060","children"
17734,"LMSMPS502880060","churchwardens_petition"
17735,"LMSMPS502880060","removal"
17736,"LMSMPS502880060","settlement"
17737,"LMSMPS502880060","wife"
17738,"LMSMPS502890009","children"
17739,"LMSMPS502890009","poor"
17740,"LMSMPS502890009","prisoner"
17741,"LMSMPS502890009","wife"
17742,"LMSMPS502890010","assault"
17743,"LMSMPS502890010","poor"
17744,"LMSMPS502890010","prisoner"
17745,"LMSMPS502890010","spinster"
17746,"LMSMPS502890010","theft"
17747,"LMSMPS502890011","disability"
17748,"LMSMPS502890011","is_poor"
17749,"LMSMPS502890012","prisoner"
17750,"LMSMPS502890012","wife"
17751,"LMSMPS502890013","churchwardens_overseers"
17752,"LMSMPS502890013","rates"
17753,"LMSMPS502890013","wife"
17754,"LMSMPS502890016","churchwardens_petition"
17755,"LMSMPS502890016","removal"
17756,"LMSMPS502890016","settlement"
17757,"LMSMPS502890016","wife"
17758,"LMSMPS502890020","churchwardens_petition"
17759,"LMSMPS502890020","removal"
17760,"LMSMPS502890020","settlement"
17761,"LMSMPS502890020","widow"
17762,"LMSMPS502890022","churchwardens_petition"
17763,"LMSMPS502890022","removal"
17764,"LMSMPS502890022","settlement"
17765,"LMSMPS502890022","wife"
17766,"LMSMPS502890025","churchwardens_petition"
17767,"LMSMPS502890025","removal"
17768,"LMSMPS502890025","widow"
17769,"LMSMPS502890027","churchwardens_petition"
17770,"LMSMPS502890027","removal"
17771,"LMSMPS502890027","settlement"
17772,"LMSMPS502890027","widow"
