pid,"ll_img","ll_url",mpage,"mp_imgs","tags","year","court"
5805,"LMSMPS502780022","http://www.londonlives.org/browse.jsp?div=LMSMPS502780022",0,"","children, churchwardens_petition, removal, settlement","1731","SM"
5806,"LMSMPS502780025","http://www.londonlives.org/browse.jsp?div=LMSMPS502780025",0,"","churchwardens_petition, removal, settlement","1731","SM"
5807,"LMSMPS502780028","http://www.londonlives.org/browse.jsp?div=LMSMPS502780028",0,"","children, churchwardens_petition, removal, settlement","1731","SM"
5808,"LMSMPS502780031","http://www.londonlives.org/browse.jsp?div=LMSMPS502780031",0,"","churchwardens_petition, removal, settlement, spinster","1731","SM"
5809,"LMSMPS502780032","http://www.londonlives.org/browse.jsp?div=LMSMPS502780032",0,"","churchwardens_petition","1731","SM"
5810,"LMSMPS502780034","http://www.londonlives.org/browse.jsp?div=LMSMPS502780034",0,"","churchwardens_petition, removal, settlement","1731","SM"
5811,"LMSMPS502780035","http://www.londonlives.org/browse.jsp?div=LMSMPS502780035",0,"","churchwardens_petition, removal, settlement, spinster","1731","SM"
5812,"LMSMPS502780039","http://www.londonlives.org/browse.jsp?div=LMSMPS502780039",0,"","churchwardens_petition, removal, settlement, wife","1731","SM"
5813,"LMSMPS502810002","http://www.londonlives.org/browse.jsp?div=LMSMPS502810002",0,"","is_poor","1732","SM"
5814,"LMSMPS502820006","http://www.londonlives.org/browse.jsp?div=LMSMPS502820006",0,"","children, friends, is_poor","1732","SM"
5815,"LMSMPS502820007","http://www.londonlives.org/browse.jsp?div=LMSMPS502820007",0,"","friends, is_poor, prisoner","1732","SM"
5816,"LMSMPS502820008","http://www.londonlives.org/browse.jsp?div=LMSMPS502820008",0,"","churchwardens_overseers, is_poor","1732","SM"
5817,"LMSMPS502820009","http://www.londonlives.org/browse.jsp?div=LMSMPS502820009",0,"","indictment, poor, recognizances","1732","SM"
5818,"LMSMPS502820010","http://www.londonlives.org/browse.jsp?div=LMSMPS502820010",0,"","drink","1732","SM"
5819,"LMSMPS502820012","http://www.londonlives.org/browse.jsp?div=LMSMPS502820012",0,"","apprentice, assault, son/daughter","1732","SM"
5820,"LMSMPS502820016","http://www.londonlives.org/browse.jsp?div=LMSMPS502820016",0,"","trade","1732","SM"
5821,"LMSMPS502820018","http://www.londonlives.org/browse.jsp?div=LMSMPS502820018",0,"","bastardy, children, churchwardens_overseers, parents, spinster","1732","SM"
5822,"LMSMPS502820019","http://www.londonlives.org/browse.jsp?div=LMSMPS502820019",0,"","office","1732","SM"
5823,"LMSMPS502820020","http://www.londonlives.org/browse.jsp?div=LMSMPS502820020",0,"","bastardy, children, parents, prisoner","1732","SM"
5824,"LMSMPS502820021","http://www.londonlives.org/browse.jsp?div=LMSMPS502820021",0,"","office","1732","SM"
5825,"LMSMPS502820022","http://www.londonlives.org/browse.jsp?div=LMSMPS502820022",0,"","office","1732","SM"
5826,"LMSMPS502820024","http://www.londonlives.org/browse.jsp?div=LMSMPS502820024",0,"","disability, husband, is_poor, old_age, widow","1732","SM"
5827,"LMSMPS502820025","http://www.londonlives.org/browse.jsp?div=LMSMPS502820025",0,"","churchwardens_petition, removal, settlement, son/daughter, wife","1732","SM"
5828,"LMSMPS502820028","http://www.londonlives.org/browse.jsp?div=LMSMPS502820028",0,"","children, churchwardens_petition, removal, settlement","1732","SM"
5829,"LMSMPS502820031","http://www.londonlives.org/browse.jsp?div=LMSMPS502820031",0,"","churchwardens_petition, removal, settlement, wife","1732","SM"
5830,"LMSMPS502820032","http://www.londonlives.org/browse.jsp?div=LMSMPS502820032",0,"","children, churchwardens_petition, removal, settlement","1732","SM"
5831,"LMSMPS502820034","http://www.londonlives.org/browse.jsp?div=LMSMPS502820034",0,"","children, churchwardens_petition, parishioners, removal, settlement, widow","1732","SM"
5832,"LMSMPS502820037","http://www.londonlives.org/browse.jsp?div=LMSMPS502820037",0,"","churchwardens_petition, removal, settlement, spinster","1732","SM"
5833,"LMSMPS502820038","http://www.londonlives.org/browse.jsp?div=LMSMPS502820038",0,"","children, churchwardens_petition, husband, removal, settlement, wife","1732","SM"
5834,"LMSMPS502820040","http://www.londonlives.org/browse.jsp?div=LMSMPS502820040",0,"","children, churchwardens_petition, removal, settlement, wife","1732","SM"
5835,"LMSMPS502820044","http://www.londonlives.org/browse.jsp?div=LMSMPS502820044",0,"","churchwardens_petition, removal, settlement","1732","SM"
5836,"LMSMPS502820046","http://www.londonlives.org/browse.jsp?div=LMSMPS502820046",0,"","churchwardens_petition, removal, settlement","1732","SM"
5837,"LMSMPS502820048","http://www.londonlives.org/browse.jsp?div=LMSMPS502820048",0,"","churchwardens_petition, removal, settlement","1732","SM"
5838,"LMSMPS502820052","http://www.londonlives.org/browse.jsp?div=LMSMPS502820052",0,"","churchwardens_petition, removal, settlement","1732","SM"
5839,"LMSMPS502830018","http://www.londonlives.org/browse.jsp?div=LMSMPS502830018",0,"","assault, recognizances, wife","1732","SM"
5840,"LMSMPS502830020","http://www.londonlives.org/browse.jsp?div=LMSMPS502830020",0,"","office","1732","SM"
5841,"LMSMPS502830021","http://www.londonlives.org/browse.jsp?div=LMSMPS502830021",0,"","office","1732","SM"
5842,"LMSMPS502830022","http://www.londonlives.org/browse.jsp?div=LMSMPS502830022",0,"","assault, indictment, prisoner","1732","SM"
5843,"LMSMPS502830025","http://www.londonlives.org/browse.jsp?div=LMSMPS502830025",0,"","children, indictment, is_poor","1732","SM"
5844,"LMSMPS502830026","http://www.londonlives.org/browse.jsp?div=LMSMPS502830026",0,"","indictment, prisoner, recognizances, wife","1732","SM"
5845,"LMSMPS502830027","http://www.londonlives.org/browse.jsp?div=LMSMPS502830027",0,"","children, husband, murder, poor, wife","1732","SM"
5846,"LMSMPS502830028","http://www.londonlives.org/browse.jsp?div=LMSMPS502830028",0,"","untagged","1732","SM"
5847,"LMSMPS502830029","http://www.londonlives.org/browse.jsp?div=LMSMPS502830029",0,"","assault, indictment, is_poor, prisoner, recognizances","1732","SM"
5848,"LMSMPS502830030","http://www.londonlives.org/browse.jsp?div=LMSMPS502830030",0,"","assault, indictment, prisoner, recognizances","1732","SM"
5849,"LMSMPS502830031","http://www.londonlives.org/browse.jsp?div=LMSMPS502830031",1,"LMSMPS502830031||LMSMPS502830032","apprentice, assault, children, drink","1732","SM"
5850,"LMSMPS502830033","http://www.londonlives.org/browse.jsp?div=LMSMPS502830033",0,"","apprentice, assault","1732","SM"
5851,"LMSMPS502830038","http://www.londonlives.org/browse.jsp?div=LMSMPS502830038",0,"","churchwardens_petition, removal, settlement","1732","SM"
5852,"LMSMPS502830041","http://www.londonlives.org/browse.jsp?div=LMSMPS502830041",0,"","children, churchwardens_petition, husband, removal, settlement, wife","1732","SM"
5853,"LMSMPS502830043","http://www.londonlives.org/browse.jsp?div=LMSMPS502830043",0,"","churchwardens_petition, old_age, removal, settlement, spinster","1732","SM"
5854,"LMSMPS502840026","http://www.londonlives.org/browse.jsp?div=LMSMPS502840026",0,"","apprentice, assault, indictment, prisoner, widow, wife","1732","SM"
5855,"LMSMPS502840027","http://www.londonlives.org/browse.jsp?div=LMSMPS502840027",0,"","apprentice, assault, poor, prisoner","1732","SM"
5856,"LMSMPS502840030","http://www.londonlives.org/browse.jsp?div=LMSMPS502840030",0,"","husband, poor, prisoner, wife","1732","SM"
5857,"LMSMPS502840031","http://www.londonlives.org/browse.jsp?div=LMSMPS502840031",0,"","husband, poor, wife","1732","SM"
5858,"LMSMPS502840032","http://www.londonlives.org/browse.jsp?div=LMSMPS502840032",0,"","assault, indictment, prisoner, recognizances, wife","1732","SM"
5859,"LMSMPS502840033","http://www.londonlives.org/browse.jsp?div=LMSMPS502840033",0,"","assault, husband, indictment","1732","SM"
5860,"LMSMPS502840034","http://www.londonlives.org/browse.jsp?div=LMSMPS502840034",0,"","poor","1732","SM"
5861,"LMSMPS502840035","http://www.londonlives.org/browse.jsp?div=LMSMPS502840035",0,"","rates","1732","SM"
5862,"LMSMPS502840037","http://www.londonlives.org/browse.jsp?div=LMSMPS502840037",0,"","apprentice, parents","1732","SM"
5863,"LMSMPS502840039","http://www.londonlives.org/browse.jsp?div=LMSMPS502840039",0,"","apprentice, assault","1732","SM"
5864,"LMSMPS502840041","http://www.londonlives.org/browse.jsp?div=LMSMPS502840041",0,"","is_poor","1732","SM"
5865,"LMSMPS502840042","http://www.londonlives.org/browse.jsp?div=LMSMPS502840042",0,"","office","1732","SM"
5866,"LMSMPS502840045","http://www.londonlives.org/browse.jsp?div=LMSMPS502840045",0,"","wife","1732","SM"
5867,"LMSMPS502840046","http://www.londonlives.org/browse.jsp?div=LMSMPS502840046",0,"","wife","1732","SM"
5868,"LMSMPS502840048","http://www.londonlives.org/browse.jsp?div=LMSMPS502840048",0,"","churchwardens_petition, removal","1732","SM"
5869,"LMSMPS502840052","http://www.londonlives.org/browse.jsp?div=LMSMPS502840052",0,"","children, churchwardens_petition, removal, settlement, wife","1732","SM"
5870,"LMSMPS502840055","http://www.londonlives.org/browse.jsp?div=LMSMPS502840055",0,"","children, churchwardens_petition, removal, settlement, widow","1732","SM"
5871,"LMSMPS502840058","http://www.londonlives.org/browse.jsp?div=LMSMPS502840058",0,"","churchwardens_petition, removal, settlement, widow","1732","SM"
5872,"LMSMPS502840061","http://www.londonlives.org/browse.jsp?div=LMSMPS502840061",0,"","children, churchwardens_petition, removal, settlement, son/daughter, wife","1732","SM"
5873,"LMSMPS502840064","http://www.londonlives.org/browse.jsp?div=LMSMPS502840064",0,"","churchwardens_petition, removal, settlement, wife","1732","SM"
5874,"LMSMPS502850013","http://www.londonlives.org/browse.jsp?div=LMSMPS502850013",0,"","indictment, recognizances, removal","1732","SM"
5875,"LMSMPS502850016","http://www.londonlives.org/browse.jsp?div=LMSMPS502850016",0,"","assault, old_age, prisoner","1732","SM"
5876,"LMSMPS502850017","http://www.londonlives.org/browse.jsp?div=LMSMPS502850017",0,"","is_poor","1732","SM"
5877,"LMSMPS502850018","http://www.londonlives.org/browse.jsp?div=LMSMPS502850018",0,"","assault, indictment, prisoner, receiving, recognizances","1732","SM"
5878,"LMSMPS502850019","http://www.londonlives.org/browse.jsp?div=LMSMPS502850019",0,"","assault, indictment, recognizances, wife","1732","SM"
5879,"LMSMPS502850021","http://www.londonlives.org/browse.jsp?div=LMSMPS502850021",0,"","rates","1732","SM"
5880,"LMSMPS502850023","http://www.londonlives.org/browse.jsp?div=LMSMPS502850023",0,"","apprentice, drink, friends","1732","SM"
5881,"LMSMPS502850025","http://www.londonlives.org/browse.jsp?div=LMSMPS502850025",0,"","apprentice","1732","SM"
5882,"LMSMPS502850027","http://www.londonlives.org/browse.jsp?div=LMSMPS502850027",0,"","apprentice","1732","SM"
5883,"LMSMPS502850031","http://www.londonlives.org/browse.jsp?div=LMSMPS502850031",0,"","apprentice","1732","SM"
5884,"LMSMPS502850037","http://www.londonlives.org/browse.jsp?div=LMSMPS502850037",0,"","children, churchwardens_petition, removal, settlement, widow","1732","SM"
5885,"LMSMPS502850040","http://www.londonlives.org/browse.jsp?div=LMSMPS502850040",0,"","churchwardens_petition, removal, settlement","1732","SM"
5886,"LMSMPS502850043","http://www.londonlives.org/browse.jsp?div=LMSMPS502850043",0,"","churchwardens_petition, removal, settlement, wife","1732","SM"
5887,"LMSMPS502850046","http://www.londonlives.org/browse.jsp?div=LMSMPS502850046",0,"","children, churchwardens_petition, removal, settlement, son/daughter, wife","1732","SM"
5888,"LMSMPS502850049","http://www.londonlives.org/browse.jsp?div=LMSMPS502850049",0,"","children, churchwardens_petition, removal, settlement, widow","1732","SM"
5889,"LMSMPS502850052","http://www.londonlives.org/browse.jsp?div=LMSMPS502850052",0,"","churchwardens_petition, removal, settlement, wife","1732","SM"
5890,"LMSMPS502850055","http://www.londonlives.org/browse.jsp?div=LMSMPS502850055",0,"","churchwardens_petition, removal, settlement, son/daughter","1732","SM"
5891,"LMSMPS502850057","http://www.londonlives.org/browse.jsp?div=LMSMPS502850057",0,"","churchwardens_petition, removal, settlement, son/daughter, wife","1732","SM"
5892,"LMSMPS502860036","http://www.londonlives.org/browse.jsp?div=LMSMPS502860036",0,"","assault, is_poor, recognizances","1732","SM"
5893,"LMSMPS502860037","http://www.londonlives.org/browse.jsp?div=LMSMPS502860037",0,"","is_poor, recognizances, widow","1732","SM"
5894,"LMSMPS502860039","http://www.londonlives.org/browse.jsp?div=LMSMPS502860039",0,"","is_poor, recognizances","1732","SM"
5895,"LMSMPS502860042","http://www.londonlives.org/browse.jsp?div=LMSMPS502860042",0,"","assault, indictment, wife","1732","SM"
5896,"LMSMPS502860043","http://www.londonlives.org/browse.jsp?div=LMSMPS502860043",0,"","assault, indictment, is_poor, recognizances","1732","SM"
5897,"LMSMPS502860044","http://www.londonlives.org/browse.jsp?div=LMSMPS502860044",0,"","untagged","1732","SM"
5898,"LMSMPS502860046","http://www.londonlives.org/browse.jsp?div=LMSMPS502860046",0,"","indictment, parents, poor, prisoner, wife","1732","SM"
5899,"LMSMPS502860047","http://www.londonlives.org/browse.jsp?div=LMSMPS502860047",0,"","children, friends, poor, prisoner, theft, wife","1732","SM"
5900,"LMSMPS502860048","http://www.londonlives.org/browse.jsp?div=LMSMPS502860048",0,"","assault, fine, friends, husband, prisoner, recognizances","1732","SM"
5901,"LMSMPS502860049","http://www.londonlives.org/browse.jsp?div=LMSMPS502860049",0,"","assault, recognizances","1732","SM"
5902,"LMSMPS502860051","http://www.londonlives.org/browse.jsp?div=LMSMPS502860051",0,"","rates","1732","SM"
5903,"LMSMPS502860053","http://www.londonlives.org/browse.jsp?div=LMSMPS502860053",0,"","churchwardens_overseers, drink, rates","1732","SM"
5904,"LMSMPS502860056","http://www.londonlives.org/browse.jsp?div=LMSMPS502860056",0,"","apprentice, assault, indictment","1732","SM"
5905,"LMSMPS502860059","http://www.londonlives.org/browse.jsp?div=LMSMPS502860059",0,"","untagged","1732","SM"
5906,"LMSMPS502860060","http://www.londonlives.org/browse.jsp?div=LMSMPS502860060",0,"","trade","1732","SM"
5907,"LMSMPS502860065","http://www.londonlives.org/browse.jsp?div=LMSMPS502860065",0,"","office","1732","SM"
5908,"LMSMPS502860067","http://www.londonlives.org/browse.jsp?div=LMSMPS502860067",0,"","churchwardens_petition, removal, settlement, wife","1732","SM"
5909,"LMSMPS502860070","http://www.londonlives.org/browse.jsp?div=LMSMPS502860070",0,"","churchwardens_petition, old_age, removal, settlement, widow","1732","SM"
5910,"LMSMPS502860074","http://www.londonlives.org/browse.jsp?div=LMSMPS502860074",0,"","churchwardens_petition, removal, settlement","1732","SM"
5911,"LMSMPS502860078","http://www.londonlives.org/browse.jsp?div=LMSMPS502860078",0,"","churchwardens_petition, removal, settlement","1732","SM"
5912,"LMSMPS502860081","http://www.londonlives.org/browse.jsp?div=LMSMPS502860081",0,"","churchwardens_petition, removal, settlement","1732","SM"
5913,"LMSMPS502860084","http://www.londonlives.org/browse.jsp?div=LMSMPS502860084",0,"","children, churchwardens_petition, removal, settlement, wife","1732","SM"
5914,"LMSMPS502860087","http://www.londonlives.org/browse.jsp?div=LMSMPS502860087",0,"","children, churchwardens_petition, removal, settlement, wife","1732","SM"
5915,"LMSMPS502860090","http://www.londonlives.org/browse.jsp?div=LMSMPS502860090",0,"","children, churchwardens_petition, removal, settlement, son/daughter","1732","SM"
5916,"LMSMPS502860093","http://www.londonlives.org/browse.jsp?div=LMSMPS502860093",0,"","churchwardens_petition, removal, settlement, widow","1732","SM"
5917,"LMSMPS502860094","http://www.londonlives.org/browse.jsp?div=LMSMPS502860094",0,"","children, churchwardens_petition, removal, settlement, widow","1732","SM"
5918,"LMSMPS502860095","http://www.londonlives.org/browse.jsp?div=LMSMPS502860095",0,"","churchwardens_petition, removal, settlement, spinster","1732","SM"
5919,"LMSMPS502870021","http://www.londonlives.org/browse.jsp?div=LMSMPS502870021",0,"","office","1732","SM"
5920,"LMSMPS502870022","http://www.londonlives.org/browse.jsp?div=LMSMPS502870022",0,"","poor, prisoner","1732","SM"
5921,"LMSMPS502870023","http://www.londonlives.org/browse.jsp?div=LMSMPS502870023",0,"","indictment, is_poor, parishioners","1732","SM"
5922,"LMSMPS502870025","http://www.londonlives.org/browse.jsp?div=LMSMPS502870025",0,"","poor","1732","SM"
5923,"LMSMPS502870026","http://www.londonlives.org/browse.jsp?div=LMSMPS502870026",0,"","assault, poor, prisoner","1732","SM"
5924,"LMSMPS502870027","http://www.londonlives.org/browse.jsp?div=LMSMPS502870027",0,"","is_poor","1732","SM"
5925,"LMSMPS502870028","http://www.londonlives.org/browse.jsp?div=LMSMPS502870028",0,"","churchwardens_overseers, drink","1732","SM"
5926,"LMSMPS502870029","http://www.londonlives.org/browse.jsp?div=LMSMPS502870029",0,"","apprentice, assault","1732","SM"
5927,"LMSMPS502870034","http://www.londonlives.org/browse.jsp?div=LMSMPS502870034",0,"","apprentice","1732","SM"
5928,"LMSMPS502870037","http://www.londonlives.org/browse.jsp?div=LMSMPS502870037",0,"","apprentice, friends","1732","SM"
5929,"LMSMPS502870039","http://www.londonlives.org/browse.jsp?div=LMSMPS502870039",0,"","apprentice, parents, son/daughter, spinster","1732","SM"
5930,"LMSMPS502870040","http://www.londonlives.org/browse.jsp?div=LMSMPS502870040",0,"","office","1732","SM"
5931,"LMSMPS502870043","http://www.londonlives.org/browse.jsp?div=LMSMPS502870043",0,"","office","1732","SM"
5932,"LMSMPS502870044","http://www.londonlives.org/browse.jsp?div=LMSMPS502870044",0,"","children, churchwardens_petition, removal, settlement","1732","SM"
5933,"LMSMPS502870047","http://www.londonlives.org/browse.jsp?div=LMSMPS502870047",0,"","churchwardens_petition, removal, settlement","1732","SM"
5934,"LMSMPS502870050","http://www.londonlives.org/browse.jsp?div=LMSMPS502870050",0,"","churchwardens_petition, removal, settlement, wife","1732","SM"
5935,"LMSMPS502870053","http://www.londonlives.org/browse.jsp?div=LMSMPS502870053",0,"","churchwardens_petition, removal, wife","1732","SM"
5936,"LMSMPS502870055","http://www.londonlives.org/browse.jsp?div=LMSMPS502870055",0,"","children, churchwardens_petition, removal, settlement, widow","1732","SM"
5937,"LMSMPS502870058","http://www.londonlives.org/browse.jsp?div=LMSMPS502870058",0,"","children, churchwardens_petition, removal, settlement, wife","1732","SM"
5938,"LMSMPS502870061","http://www.londonlives.org/browse.jsp?div=LMSMPS502870061",0,"","churchwardens_petition, removal, settlement, wife","1732","SM"
5939,"LMSMPS502870093","http://www.londonlives.org/browse.jsp?div=LMSMPS502870093",0,"","apprentice, assault","1732","SM"
5940,"LMSMPS502880010","http://www.londonlives.org/browse.jsp?div=LMSMPS502880010",0,"","bastardy, children, churchwardens_overseers, parents, spinster","1733","SM"
5941,"LMSMPS502880014","http://www.londonlives.org/browse.jsp?div=LMSMPS502880014",0,"","apprentice, parents, son/daughter, wife","1733","SM"
5942,"LMSMPS502880016","http://www.londonlives.org/browse.jsp?div=LMSMPS502880016",0,"","drink","1733","SM"
5943,"LMSMPS502880020","http://www.londonlives.org/browse.jsp?div=LMSMPS502880020",0,"","imprisonment, prisoner, son/daughter","1733","SM"
5944,"LMSMPS502880021","http://www.londonlives.org/browse.jsp?div=LMSMPS502880021",0,"","prisoner, robbery","1733","SM"
5945,"LMSMPS502880022","http://www.londonlives.org/browse.jsp?div=LMSMPS502880022",0,"","churchwardens_petition, removal, settlement, wife","1733","SM"
5946,"LMSMPS502880025","http://www.londonlives.org/browse.jsp?div=LMSMPS502880025",0,"","churchwardens_petition, removal, settlement","1733","SM"
5947,"LMSMPS502880028","http://www.londonlives.org/browse.jsp?div=LMSMPS502880028",0,"","children, churchwardens_petition, removal, settlement, wife","1733","SM"
5948,"LMSMPS502880031","http://www.londonlives.org/browse.jsp?div=LMSMPS502880031",0,"","churchwardens_petition, removal, settlement, widow","1733","SM"
5949,"LMSMPS502880034","http://www.londonlives.org/browse.jsp?div=LMSMPS502880034",0,"","churchwardens_petition, removal, settlement","1733","SM"
5950,"LMSMPS502880038","http://www.londonlives.org/browse.jsp?div=LMSMPS502880038",0,"","churchwardens_petition, removal, settlement, wife","1733","SM"
5951,"LMSMPS502880041","http://www.londonlives.org/browse.jsp?div=LMSMPS502880041",0,"","children, churchwardens_petition, removal, settlement, widow","1733","SM"
5952,"LMSMPS502880044","http://www.londonlives.org/browse.jsp?div=LMSMPS502880044",0,"","churchwardens_petition, old_age, removal, settlement","1733","SM"
5953,"LMSMPS502880047","http://www.londonlives.org/browse.jsp?div=LMSMPS502880047",0,"","churchwardens_petition, removal, settlement, wife","1733","SM"
5954,"LMSMPS502880050","http://www.londonlives.org/browse.jsp?div=LMSMPS502880050",0,"","children, churchwardens_petition, removal, settlement, wife","1733","SM"
5955,"LMSMPS502880051","http://www.londonlives.org/browse.jsp?div=LMSMPS502880051",0,"","children, churchwardens_petition, removal, settlement, wife","1733","SM"
5956,"LMSMPS502880053","http://www.londonlives.org/browse.jsp?div=LMSMPS502880053",0,"","children, churchwardens_petition, removal, settlement, wife","1733","SM"
5957,"LMSMPS502880054","http://www.londonlives.org/browse.jsp?div=LMSMPS502880054",0,"","churchwardens_petition, removal, settlement","1733","SM"
5958,"LMSMPS502880056","http://www.londonlives.org/browse.jsp?div=LMSMPS502880056",0,"","churchwardens_petition, old_age, removal, settlement, widow","1733","SM"
5959,"LMSMPS502880059","http://www.londonlives.org/browse.jsp?div=LMSMPS502880059",0,"","churchwardens_petition, old_age, removal, settlement, wife","1733","SM"
5960,"LMSMPS502880060","http://www.londonlives.org/browse.jsp?div=LMSMPS502880060",0,"","children, churchwardens_petition, removal, settlement, wife","1733","SM"
5961,"LMSMPS502890009","http://www.londonlives.org/browse.jsp?div=LMSMPS502890009",0,"","children, poor, prisoner, wife","1733","SM"
5962,"LMSMPS502890010","http://www.londonlives.org/browse.jsp?div=LMSMPS502890010",0,"","assault, poor, prisoner, spinster, theft","1733","SM"
5963,"LMSMPS502890011","http://www.londonlives.org/browse.jsp?div=LMSMPS502890011",0,"","disability, is_poor","1733","SM"
5964,"LMSMPS502890012","http://www.londonlives.org/browse.jsp?div=LMSMPS502890012",0,"","prisoner, wife","1733","SM"
5965,"LMSMPS502890013","http://www.londonlives.org/browse.jsp?div=LMSMPS502890013",0,"","churchwardens_overseers, rates, wife","1733","SM"
5966,"LMSMPS502890016","http://www.londonlives.org/browse.jsp?div=LMSMPS502890016",0,"","churchwardens_petition, removal, settlement, wife","1733","SM"
5967,"LMSMPS502890020","http://www.londonlives.org/browse.jsp?div=LMSMPS502890020",0,"","churchwardens_petition, removal, settlement, widow","1733","SM"
5968,"LMSMPS502890022","http://www.londonlives.org/browse.jsp?div=LMSMPS502890022",0,"","churchwardens_petition, removal, settlement, wife","1733","SM"
5969,"LMSMPS502890025","http://www.londonlives.org/browse.jsp?div=LMSMPS502890025",0,"","churchwardens_petition, removal, widow","1733","SM"
5970,"LMSMPS502890027","http://www.londonlives.org/browse.jsp?div=LMSMPS502890027",0,"","churchwardens_petition, removal, settlement, widow","1733","SM"
5971,"LMSMPS502890045","http://www.londonlives.org/browse.jsp?div=LMSMPS502890045",0,"","poor","1733","SM"
5973,"LMSMPS502910024","http://www.londonlives.org/browse.jsp?div=LMSMPS502910024",0,"","assault, recognizances","1733","SM"
5974,"LMSMPS502910025","http://www.londonlives.org/browse.jsp?div=LMSMPS502910025",0,"","indictment, poor, prisoner, wife","1733","SM"
5975,"LMSMPS502910026","http://www.londonlives.org/browse.jsp?div=LMSMPS502910026",0,"","children, husband, is_poor","1733","SM"
5976,"LMSMPS502910027","http://www.londonlives.org/browse.jsp?div=LMSMPS502910027",0,"","is_poor, prisoner","1733","SM"
5977,"LMSMPS502910029","http://www.londonlives.org/browse.jsp?div=LMSMPS502910029",0,"","apprentice","1733","SM"
5979,"LMSMPS502910031","http://www.londonlives.org/browse.jsp?div=LMSMPS502910031",0,"","apprentice","1733","SM"
5980,"LMSMPS502910035","http://www.londonlives.org/browse.jsp?div=LMSMPS502910035",0,"","trade","1733","SM"
5981,"LMSMPS502910038","http://www.londonlives.org/browse.jsp?div=LMSMPS502910038",0,"","office","1733","SM"
5982,"LMSMPS502910039","http://www.londonlives.org/browse.jsp?div=LMSMPS502910039",1,"LMSMPS502910039||LMSMPS502910041||LMSMPS502910042||LMSMPS502910043||LMSMPS502910044","churchwardens_overseers, rates, servant","1733","SM"
5983,"LMSMPS502910045","http://www.londonlives.org/browse.jsp?div=LMSMPS502910045",0,"","children, churchwardens_petition, removal, settlement, wife","1733","SM"
5984,"LMSMPS502910048","http://www.londonlives.org/browse.jsp?div=LMSMPS502910048",0,"","churchwardens_petition, removal, settlement, spinster","1733","SM"
5985,"LMSMPS502910049","http://www.londonlives.org/browse.jsp?div=LMSMPS502910049",0,"","churchwardens_petition, removal, settlement","1733","SM"
5986,"LMSMPS502910050","http://www.londonlives.org/browse.jsp?div=LMSMPS502910050",0,"","churchwardens_petition, removal, settlement, widow","1733","SM"
5987,"LMSMPS502910053","http://www.londonlives.org/browse.jsp?div=LMSMPS502910053",0,"","churchwardens_petition, removal, settlement","1733","SM"
5988,"LMSMPS502910055","http://www.londonlives.org/browse.jsp?div=LMSMPS502910055",0,"","churchwardens_petition, removal, settlement, wife","1733","SM"
5989,"LMSMPS502910058","http://www.londonlives.org/browse.jsp?div=LMSMPS502910058",0,"","bastardy, children, churchwardens_overseers, parents","1733","SM"
5990,"LMSMPS502910060","http://www.londonlives.org/browse.jsp?div=LMSMPS502910060",0,"","children, churchwardens_petition, removal, settlement, son/daughter","1733","SM"
5991,"LMSMPS502910061","http://www.londonlives.org/browse.jsp?div=LMSMPS502910061",0,"","children, churchwardens_petition, son/daughter, wife","1733","SM"
5992,"LMSMPS502910064","http://www.londonlives.org/browse.jsp?div=LMSMPS502910064",0,"","churchwardens_petition, removal, settlement, widow","1733","SM"
5993,"LMSMPS502910067","http://www.londonlives.org/browse.jsp?div=LMSMPS502910067",0,"","children, churchwardens_petition, removal, settlement, spinster","1733","SM"
5994,"LMSMPS502910129","http://www.londonlives.org/browse.jsp?div=LMSMPS502910129",0,"","churchwardens_petition, rates","1733","SM"
5995,"LMSMPS502920015","http://www.londonlives.org/browse.jsp?div=LMSMPS502920015",1,"LMSMPS502920015||LMSMPS502920016||LMSMPS502920017","apprentice, assault, felony, friends, prisoner, recognizances","1733","SM"
5997,"LMSMPS502920019","http://www.londonlives.org/browse.jsp?div=LMSMPS502920019",0,"","indictment, recognizances","1733","SM"
5998,"LMSMPS502920021","http://www.londonlives.org/browse.jsp?div=LMSMPS502920021",0,"","office","1733","SM"
5999,"LMSMPS502920023","http://www.londonlives.org/browse.jsp?div=LMSMPS502920023",0,"","children, churchwardens_petition, removal, settlement, wife","1733","SM"
6000,"LMSMPS502920026","http://www.londonlives.org/browse.jsp?div=LMSMPS502920026",0,"","children, churchwardens_petition, removal, settlement, wife","1733","SM"
6001,"LMSMPS502920029","http://www.londonlives.org/browse.jsp?div=LMSMPS502920029",0,"","churchwardens_petition, removal, settlement","1733","SM"
6002,"LMSMPS502920074","http://www.londonlives.org/browse.jsp?div=LMSMPS502920074",0,"","office","1733","SM"
6003,"LMSMPS502920075","http://www.londonlives.org/browse.jsp?div=LMSMPS502920075",0,"","felony, prisoner, removal","1733","SM"
6004,"LMSMPS502920076","http://www.londonlives.org/browse.jsp?div=LMSMPS502920076",0,"","drink, misdemeanours","1733","SM"
6005,"LMSMPS502920077","http://www.londonlives.org/browse.jsp?div=LMSMPS502920077",0,"","children, drink, wife","1733","SM"
6006,"LMSMPS502920078","http://www.londonlives.org/browse.jsp?div=LMSMPS502920078",0,"","prisoner, servant","1733","SM"
6007,"LMSMPS502920079","http://www.londonlives.org/browse.jsp?div=LMSMPS502920079",0,"","children, churchwardens_petition, removal, settlement","1733","SM"
